,Unnamed: 0,Rad21,ctcf,ctcfloc,nearest,ctcfread
42,3,10.645493331799312,76.45055750465855,2312,769.0,44.87326202908316
43,4,310.8034016931765,556.639905790422,3081,769.0,618.9550819718152
44,5,1230.8911937565315,1064.0587153285176,3850,769.0,983.9504508449836
45,6,110.47311147544129,210.18443759575624,4619,769.0,226.16305246757625
46,7,373.82986548547,618.928903693619,5388,769.0,629.4637597552074
47,8,897.5538489563859,1031.8296927204815,6157,769.0,937.3559398686206
48,9,32.19364339747462,189.02003242118428,6926,769.0,229.5300569872551
49,10,101.79384665535326,292.326923648991,7696,769.0,204.9947101510303
50,11,68.75906463025282,300.5844876472209,8465,769.0,258.67049969120205
51,12,21.92853759791373,177.00141764295788,9234,769.0,164.54535988995568
